"Gender","Age","City","Gov_Assistance","Education_Level","Physical_Activity","Breakfast_Frequency","Whole_Grain_Consumption","Dairy_Products_Consumption","Caffeine_Consumption","Fruits_Consumption","Vegetables_Consumption","Fish_Consumption","Food Security Score","Resilience Score","Stress Mindset Score","Mental Distress Score","FC"
"Female","18-22","Amman","No","Undergraduate","3 times","Never","5 times or more","3 times","5 times or more","5 times or more","5 times or more","3 times",0,19,19,34,"high"
"Male","18-22","Aqaba","No","High School","4 times","5 times","4 times","1 time","Never","4 times","5 times or more","Never",0,23,15,33,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","5 times","2 times","5 times or more","3 times","5 times or more","5 times or more","Never",0,22,16,33,"high"
"Female","40-49","Ajlun","No","Undergraduate","3 times","1 time","4 times","4 times","5 times or more","5 times or more","1 time","2 times",0,23,13,22,"high"
"Female","40-49","Aqaba","No","Graduate","3 times","4 times","Never","2 times","2 times","3 times","4 times","1 time",0,13,16,31,"high"
"Female","18-22","Aqaba","Yes","High School","6-7 times","6 or 7 times","Never","2 times","1 time","5 times or more","5 times or more","2 times",0,13,17,33,"high"
"Female","18-22","Ajlun","No","Undergraduate","2 times","Never","Never","4 times","2 times","2 times","Never","Never",7,15,14,37,"very low"
"Female","18-22","Amman","No","Undergraduate","4 times","Never","2 times","5 times or more","5 times or more","2 times","3 times","Never",4,20,17,36,"low"
"Female","18-22","Ajlun","No","Undergraduate","3 times","4 times","3 times","2 times","5 times or more","4 times","5 times or more","1 time",0,19,8,31,"high"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","3 times","2 times","5 times or more","3 times","2 times",0,13,13,30,"high"
"Male","18-22","Irbid","No","High School","5 times","6 or 7 times","3 times","5 times or more","5 times or more","2 times","2 times","1 time",0,25,18,27,"high"
"Male","18-22","Ajlun","No","Undergraduate","2 times","2 times","3 times","3 times","4 times","1 time","2 times","2 times",2,27,18,28,"low"
"Male","18-22","Amman","No","Undergraduate","4 times","2 times","3 times","5 times or more","Never","3 times","3 times","1 time",0,26,6,31,"high"
"Female","18-22","Ajlun","No","High School","4 times","Never","5 times or more","5 times or more","Never","5 times or more","5 times or more","Never",0,24,12,34,"high"
"Female","18-22","Ajlun","No","High School","5 times","4 times","3 times","3 times","Never","3 times","3 times","Never",4,19,16,32,"low"
"Female","18-22","Irbid","No","High School","None","1 time","1 time","1 time","Never","2 times","1 time","2 times",3,24,21,28,"low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","2 times","Never","5 times or more","5 times or more","2 times","2 times",0,7,4,30,"high"
"Female","18-22","Ajlun","No","Undergraduate","2 times","5 times","Never","5 times or more","2 times","4 times","3 times","Never",1,18,16,34,"high"
"Female","18-22","Ajlun","No","High School","3 times","5 times","Never","5 times or more","5 times or more","4 times","5 times or more","Never",6,12,12,42,"very low"
"Female","18-22","Ajlun","No","Undergraduate","5 times","5 times","1 time","5 times or more","5 times or more","1 time","Never","Never",0,21,13,33,"high"
"Female","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","3 times","3 times","3 times","3 times","3 times","3 times",0,18,15,30,"high"
"Female","18-22","Amman","No","Undergraduate","6-7 times","6 or 7 times","4 times","Never","Never","5 times or more","5 times or more","Never",0,22,19,31,"high"
"Prefer not to say","18-22","Ajlun","No","High School","3 times","2 times","1 time","5 times or more","1 time","5 times or more","5 times or more","Never",0,10,10,31,"high"
"Female","18-22","Ajlun","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,18,10,30,"high"
"Female","18-22","Ajlun","No","High School","2 times","4 times","Never","4 times","4 times","3 times","3 times","Never",0,17,0,35,"high"
"Female","18-22","Irbid","No","High School","6-7 times","5 times","2 times","5 times or more","3 times","2 times","3 times","Never",0,18,20,28,"high"
"Female","18-22","Amman","No","High School","5 times","3 times","4 times","4 times","5 times or more","5 times or more","2 times","Never",1,21,21,29,"high"
"Male","18-22","Irbid","No","Undergraduate","6-7 times","4 times","Never","3 times","5 times or more","4 times","5 times or more","3 times",4,21,17,31,"low"
"Female","18-22","Aqaba","No","Undergraduate","5 times","4 times","2 times","4 times","5 times or more","4 times","3 times","4 times",0,21,9,29,"high"
"Female","18-22","Ajlun","No","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,22,10,31,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","5 times or more","5 times or more","2 times","5 times or more","5 times or more","3 times",0,21,26,32,"high"
"Male","18-22","Amman","No","Undergraduate","3 times","6 or 7 times","2 times","5 times or more","2 times","4 times","2 times","2 times",1,24,16,33,"high"
"Female","18-22","Aqaba","No","High School","4 times","3 times","5 times or more","5 times or more","3 times","4 times","5 times or more","2 times",0,19,10,32,"high"
"Female","18-22","Ajlun","No","Undergraduate","None","5 times","2 times","4 times","2 times","3 times","4 times","2 times",0,14,11,27,"high"
"Male","18-22","Irbid","No","High School","4 times","Never","2 times","5 times or more","3 times","3 times","2 times","Never",0,25,20,25,"high"
"Female","18-22","Amman","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","Never","5 times or more","3 times","5 times or more","1 time",4,22,16,27,"low"
"Female","18-22","Amman","No","Undergraduate","5 times","3 times","1 time","1 time","5 times or more","3 times","3 times","4 times",0,28,25,29,"high"
"Female","18-22","Irbid","No","High School","3 times","6 or 7 times","Never","3 times","5 times or more","4 times","2 times","1 time",5,22,7,29,"very low"
"Female","18-22","Aqaba","No","High School","3 times","3 times","Never","3 times","2 times","3 times","2 times","1 time",0,24,17,35,"high"
"Female","18-22","Amman","No","Undergraduate","6-7 times","5 times","3 times","3 times","3 times","3 times","4 times","4 times",2,18,11,29,"low"
"Female","18-22","Irbid","No","High School","3 times","3 times","2 times","4 times","3 times","3 times","2 times","Never",0,16,7,32,"high"
"Male","18-22","Irbid","No","Undergraduate","5 times","3 times","3 times","3 times","3 times","4 times","3 times","3 times",0,18,16,36,"high"
"Female","18-22","Amman","No","High School","2 times","2 times","5 times or more","3 times","2 times","4 times","4 times","Never",0,14,5,33,"high"
"Female","18-22","Ajlun","No","Graduate","4 times","6 or 7 times","1 time","5 times or more","5 times or more","1 time","2 times","1 time",2,15,9,40,"low"
"Female","18-22","Ajlun","No","Undergraduate","2 times","3 times","2 times","5 times or more","3 times","1 time","3 times","1 time",0,22,17,29,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","None","6 or 7 times","5 times or more","5 times or more","3 times","4 times","3 times","2 times",4,24,14,31,"low"
"Female","18-22","Irbid","No","Graduate","None","2 times","3 times","2 times","Never","1 time","1 time","1 time",1,19,10,36,"high"
"Male","40-49","Ajlun","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","50 and older","Amman","No","Graduate","1 time","2 times","1 time","5 times or more","2 times","4 times","3 times","Never",0,18,9,29,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","6 or 7 times","2 times","5 times or more","2 times","1 time","1 time","1 time",0,22,9,23,"high"
"Prefer not to say","30-39","Irbid","No","Undergraduate","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","2 times","2 times","1 time",0,20,9,24,"high"
"Male","18-22","Amman","No","High School","3 times","6 or 7 times","4 times","1 time","4 times","5 times or more","4 times","Never",0,24,17,30,"high"
"Female","30-39","Ajlun","Yes","Undergraduate","2 times","Never","5 times or more","Never","5 times or more","2 times","4 times","Never",7,14,15,32,"very low"
"Male","30-39","Aqaba","Yes","High School","3 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","Never","Never",0,6,16,39,"high"
"Prefer not to say","18-22","Amman","No","Undergraduate","3 times","6 or 7 times","5 times or more","1 time","1 time","5 times or more","Never","1 time",1,19,10,26,"high"
"Female","30-39","Amman","No","Graduate","5 times","5 times","5 times or more","4 times","5 times or more","5 times or more","2 times","Never",0,13,13,25,"high"
"Female","18-22","Ajlun","No","Graduate","3 times","5 times","5 times or more","4 times","5 times or more","5 times or more","4 times","Never",1,14,10,42,"high"
"Female","40-49","Ajlun","No","Graduate","2 times","Never","1 time","5 times or more","4 times","1 time","3 times","2 times",0,21,10,28,"high"
"Male","40-49","Irbid","No","Undergraduate","5 times","Never","3 times","5 times or more","5 times or more","2 times","3 times","Never",0,25,6,22,"high"
"Male","18-22","Amman","No","Undergraduate","1 time","6 or 7 times","2 times","5 times or more","Never","Never","2 times","2 times",0,23,7,21,"high"
"Female","18-22","Ajlun","No","Graduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,18,7,38,"high"
"Female","30-39","Irbid","No","Undergraduate","6-7 times","6 or 7 times","1 time","2 times","Never","5 times or more","4 times","1 time",0,24,18,20,"high"
"Female","30-39","Amman","No","Undergraduate","1 time","Never","4 times","2 times","5 times or more","5 times or more","4 times","1 time",0,16,16,32,"high"
"Male","18-22","Amman","No","Undergraduate","6-7 times","2 times","4 times","2 times","2 times","2 times","4 times","Never",0,20,20,25,"high"
"Male","30-39","Amman","No","Graduate","4 times","6 or 7 times","4 times","5 times or more","5 times or more","5 times or more","2 times","Never",0,18,15,32,"high"
"Female","18-22","Aqaba","No","Graduate","1 time","6 or 7 times","5 times or more","4 times","1 time","5 times or more","2 times","1 time",0,14,5,25,"high"
"Prefer not to say","18-22","Aqaba","No","Undergraduate","4 times","Never","1 time","Never","5 times or more","4 times","5 times or more","Never",2,16,16,35,"low"
"Female","30-39","Irbid","No","Undergraduate","5 times","2 times","4 times","5 times or more","5 times or more","3 times","5 times or more","Never",4,28,6,28,"low"
"Female","18-22","Amman","No","Graduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",1,19,6,41,"high"
"Female","50 and older","Ajlun","Yes","High School","6-7 times","Never","Never","1 time","Never","Never","5 times or more","Never",0,19,18,30,"high"
"Female","30-39","Irbid","No","Undergraduate","6-7 times","5 times","Never","5 times or more","3 times","2 times","3 times","3 times",0,20,8,35,"high"
"Prefer not to say","18-22","Ajlun","Yes","Undergraduate","5 times","1 time","3 times","5 times or more","5 times or more","2 times","3 times","1 time",3,24,14,35,"low"
"Female","18-22","Aqaba","No","Undergraduate","1 time","2 times","Never","5 times or more","5 times or more","5 times or more","2 times","1 time",1,20,16,29,"high"
"Female","23-29","Irbid","Yes","Undergraduate","5 times","6 or 7 times","2 times","5 times or more","5 times or more","4 times","5 times or more","1 time",3,7,9,29,"low"
"Female","23-29","Aqaba","No","Graduate","2 times","6 or 7 times","2 times","2 times","5 times or more","1 time","1 time","1 time",0,20,19,35,"high"
"Female","18-22","Irbid","No","High School","3 times","2 times","5 times or more","5 times or more","5 times or more","4 times","2 times","1 time",0,9,13,35,"high"
"Female","23-29","Aqaba","No","Undergraduate","5 times","1 time","3 times","3 times","5 times or more","2 times","2 times","1 time",2,21,19,34,"low"
"Female","30-39","Amman","Yes","Graduate","3 times","6 or 7 times","5 times or more","3 times","5 times or more","5 times or more","2 times","3 times",2,28,18,22,"low"
"Prefer not to say","18-22","Amman","No","High School","1 time","2 times","2 times","1 time","2 times","3 times","2 times","2 times",3,18,9,34,"low"
"Female","40-49","Amman","No","Undergraduate","2 times","2 times","1 time","3 times","4 times","4 times","2 times","Never",3,21,8,29,"low"
"Female","18-22","Amman","No","High School","3 times","3 times","2 times","5 times or more","Never","3 times","5 times or more","Never",6,19,14,28,"very low"
"Female","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","2 times","2 times","4 times","3 times","4 times","Never",0,15,18,31,"high"
"Female","18-22","Irbid","No","High School","None","Never","Never","5 times or more","5 times or more","3 times","Never","Never",4,11,9,30,"low"
"Female","50 and older","Amman","No","High School","3 times","1 time","2 times","5 times or more","2 times","3 times","5 times or more","1 time",1,25,13,28,"high"
"Female","18-22","Irbid","No","Undergraduate","None","2 times","Never","4 times","5 times or more","3 times","3 times","Never",1,24,10,31,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","4 times","1 time","5 times or more","5 times or more","4 times","2 times","1 time",1,16,14,38,"high"
"Male","18-22","Aqaba","No","High School","3 times","3 times","1 time","3 times","3 times","3 times","3 times","3 times",0,11,13,32,"high"
"Female","18-22","Aqaba","No","High School","5 times","4 times","5 times or more","5 times or more","4 times","3 times","4 times","1 time",0,6,0,38,"high"
"Male","30-39","Amman","No","Undergraduate","2 times","Never","4 times","3 times","5 times or more","4 times","1 time","Never",0,24,14,29,"high"
"Female","23-29","Ajlun","Yes","Graduate","None","6 or 7 times","5 times or more","3 times","5 times or more","5 times or more","3 times","1 time",6,12,1,31,"very low"
"Female","18-22","Irbid","No","Undergraduate","1 time","Never","2 times","4 times","3 times","1 time","2 times","Never",3,17,7,33,"low"
"Male","23-29","Aqaba","No","Undergraduate","4 times","6 or 7 times","4 times","4 times","4 times","4 times","4 times","2 times",3,24,20,34,"low"
"Prefer not to say","18-22","Amman","No","High School","2 times","6 or 7 times","3 times","5 times or more","2 times","4 times","1 time","3 times",2,14,15,38,"low"
"Female","23-29","Aqaba","No","Undergraduate","2 times","5 times","4 times","2 times","5 times or more","Never","2 times","1 time",4,18,15,28,"low"
"Female","18-22","Irbid","No","High School","None","4 times","5 times or more","4 times","2 times","1 time","1 time","Never",4,23,18,31,"low"
"Female","50 and older","Ajlun","No","Undergraduate","2 times","2 times","2 times","5 times or more","5 times or more","3 times","Never","Never",7,17,14,33,"very low"
"Female","23-29","Ajlun","Yes","Undergraduate","3 times","3 times","1 time","5 times or more","4 times","5 times or more","2 times","2 times",7,12,13,29,"very low"
"Prefer not to say","23-29","Amman","No","Undergraduate","6-7 times","4 times","5 times or more","Never","5 times or more","5 times or more","5 times or more","Never",7,14,4,35,"very low"
"Female","18-22","Ajlun","Yes","High School","5 times","6 or 7 times","2 times","4 times","5 times or more","5 times or more","1 time","Never",1,15,5,31,"high"
"Female","18-22","Amman","No","High School","2 times","4 times","2 times","5 times or more","1 time","3 times","5 times or more","3 times",0,19,12,25,"high"
"Female","23-29","Amman","No","Undergraduate","4 times","3 times","Never","4 times","1 time","2 times","1 time","1 time",0,24,10,23,"high"
"Female","18-22","Amman","No","Undergraduate","4 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","1 time",0,20,9,32,"high"
"Male","18-22","Amman","No","Graduate","6-7 times","6 or 7 times","5 times or more","3 times","Never","3 times","3 times","1 time",0,20,10,30,"high"
"Male","40-49","Aqaba","No","Undergraduate","4 times","6 or 7 times","4 times","5 times or more","5 times or more","5 times or more","3 times","Never",0,18,12,31,"high"
"Female","30-39","Irbid","No","Graduate","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,21,0,28,"high"
"Prefer not to say","18-22","Irbid","No","High School","1 time","3 times","Never","5 times or more","2 times","5 times or more","3 times","Never",0,11,6,38,"high"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","4 times","3 times","5 times or more","4 times","3 times","2 times",0,19,15,32,"high"
"Male","23-29","Aqaba","Yes","Undergraduate","4 times","6 or 7 times","5 times or more","5 times or more","5 times or more","2 times","5 times or more","3 times",4,15,14,39,"low"
"Prefer not to say","18-22","Amman","Yes","High School","None","3 times","1 time","3 times","5 times or more","2 times","Never","Never",2,17,11,40,"low"
"Female","18-22","Irbid","No","High School","None","5 times","2 times","3 times","Never","1 time","5 times or more","2 times",0,12,19,34,"high"
"Male","18-22","Irbid","No","High School","None","Never","1 time","5 times or more","5 times or more","1 time","4 times","2 times",0,13,12,35,"high"
"Male","18-22","Amman","No","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","2 times","5 times or more","3 times","1 time",2,22,17,23,"low"
"Male","18-22","Irbid","No","High School","None","2 times","2 times","5 times or more","4 times","2 times","1 time","1 time",6,17,14,28,"very low"
"Female","40-49","Amman","No","Graduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times","1 time",2,7,8,43,"low"
"Female","23-29","Amman","No","Undergraduate","5 times","2 times","5 times or more","Never","5 times or more","2 times","3 times","Never",0,11,0,37,"high"
"Female","18-22","Irbid","No","High School","None","5 times","Never","4 times","5 times or more","5 times or more","5 times or more","2 times",0,20,10,30,"high"
"Male","50 and older","Aqaba","No","High School","None","6 or 7 times","5 times or more","2 times","5 times or more","5 times or more","5 times or more","Never",0,28,0,25,"high"
"Female","50 and older","Amman","No","High School","4 times","6 or 7 times","1 time","3 times","Never","2 times","1 time","Never",8,24,8,33,"very low"
"Male","30-39","Aqaba","No","Undergraduate","1 time","3 times","5 times or more","3 times","Never","4 times","5 times or more","2 times",0,18,11,30,"high"
"Male","23-29","Ajlun","No","Undergraduate","4 times","5 times","1 time","5 times or more","5 times or more","5 times or more","4 times","Never",0,26,15,33,"high"
"Male","18-22","Amman","No","High School","2 times","6 or 7 times","5 times or more","2 times","5 times or more","1 time","3 times","2 times",2,24,17,38,"low"
"Female","23-29","Irbid","Yes","Undergraduate","None","3 times","Never","1 time","3 times","1 time","3 times","3 times",0,18,8,32,"high"
"Male","30-39","Amman","No","Undergraduate","2 times","6 or 7 times","2 times","5 times or more","5 times or more","2 times","3 times","Never",5,23,20,32,"very low"
"Female","18-22","Ajlun","No","High School","1 time","4 times","4 times","3 times","3 times","3 times","2 times","1 time",0,21,10,31,"high"
"Female","23-29","Irbid","No","Undergraduate","2 times","2 times","2 times","3 times","5 times or more","3 times","2 times","2 times",0,14,15,32,"high"
"Female","18-22","Irbid","No","High School","4 times","1 time","Never","2 times","Never","5 times or more","3 times","1 time",0,15,14,44,"high"
"Male","23-29","Irbid","No","High School","1 time","3 times","1 time","1 time","5 times or more","1 time","1 time","4 times",8,21,4,48,"very low"
"Female","18-22","Aqaba","No","High School","5 times","1 time","1 time","2 times","2 times","1 time","Never","Never",7,20,9,39,"very low"
"Male","18-22","Amman","No","High School","6-7 times","6 or 7 times","5 times or more","2 times","5 times or more","5 times or more","5 times or more","1 time",0,22,17,42,"high"
"Female","18-22","Amman","No","High School","5 times","6 or 7 times","3 times","4 times","5 times or more","5 times or more","3 times","3 times",0,16,18,20,"high"
"Female","23-29","Ajlun","No","Undergraduate","3 times","6 or 7 times","2 times","5 times or more","5 times or more","3 times","2 times","Never",0,19,23,24,"high"
"Female","23-29","Amman","No","Undergraduate","1 time","6 or 7 times","2 times","5 times or more","3 times","5 times or more","1 time","Never",3,18,13,27,"low"
"Female","18-22","Amman","No","High School","2 times","6 or 7 times","5 times or more","2 times","5 times or more","5 times or more","3 times","Never",0,25,24,23,"high"
"Female","18-22","Ajlun","Yes","High School","4 times","6 or 7 times","1 time","3 times","5 times or more","5 times or more","1 time","Never",0,16,21,29,"high"
"Male","18-22","Aqaba","No","Undergraduate","4 times","6 or 7 times","2 times","5 times or more","5 times or more","4 times","5 times or more","1 time",0,24,27,25,"high"
"Female","18-22","Amman","No","High School","3 times","5 times","3 times","4 times","1 time","2 times","4 times","Never",3,20,14,29,"low"
"Female","18-22","Irbid","No","High School","6-7 times","5 times","4 times","2 times","1 time","5 times or more","5 times or more","2 times",1,20,12,30,"high"
"Male","18-22","Amman","No","Undergraduate","3 times","6 or 7 times","3 times","3 times","2 times","5 times or more","5 times or more","2 times",0,23,7,31,"high"
"Female","18-22","Irbid","No","Undergraduate","5 times","3 times","2 times","4 times","5 times or more","5 times or more","3 times","2 times",2,22,7,31,"low"
"Female","18-22","Ajlun","No","High School","2 times","3 times","4 times","5 times or more","1 time","4 times","2 times","2 times",0,11,8,42,"high"
"Male","18-22","Irbid","No","Undergraduate","3 times","2 times","5 times or more","4 times","5 times or more","4 times","2 times","1 time",0,14,18,34,"high"
"Female","18-22","Amman","No","High School","3 times","Never","1 time","2 times","Never","5 times or more","5 times or more","Never",1,19,19,39,"high"
"Female","18-22","Amman","No","High School","4 times","6 or 7 times","4 times","5 times or more","4 times","5 times or more","3 times","1 time",0,12,6,23,"high"
"Female","18-22","Amman","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times","Never",1,22,6,41,"high"
"Female","18-22","Amman","No","High School","2 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","2 times",0,14,9,30,"high"
"Female","18-22","Ajlun","Yes","High School","2 times","6 or 7 times","3 times","5 times or more","5 times or more","2 times","Never","Never",1,11,19,30,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","5 times or more","5 times or more","4 times","5 times or more","5 times or more","3 times",4,14,19,37,"low"
"Female","18-22","Amman","No","High School","4 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times","1 time",4,18,13,37,"low"
"Female","18-22","Amman","No","High School","5 times","3 times","3 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times",2,18,15,32,"low"
"Female","18-22","Amman","No","High School","4 times","3 times","5 times or more","5 times or more","3 times","5 times or more","4 times","Never",1,20,3,38,"high"
"Male","18-22","Irbid","No","High School","6-7 times","6 or 7 times","3 times","5 times or more","Never","3 times","4 times","2 times",3,23,15,33,"low"
"Female","18-22","Irbid","No","Undergraduate","5 times","5 times","Never","5 times or more","5 times or more","2 times","2 times","2 times",0,22,18,27,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","2 times","3 times","2 times","2 times","2 times","2 times","1 time","Never",1,17,15,31,"high"
"Female","18-22","Irbid","No","High School","2 times","6 or 7 times","1 time","5 times or more","5 times or more","5 times or more","3 times","4 times",5,10,5,40,"very low"
"Female","18-22","Aqaba","No","High School","4 times","6 or 7 times","2 times","3 times","2 times","4 times","3 times","Never",0,15,11,32,"high"
"Female","18-22","Amman","No","Undergraduate","6-7 times","2 times","2 times","5 times or more","2 times","5 times or more","3 times","1 time",3,18,15,40,"low"
"Female","18-22","Amman","No","High School","6-7 times","6 or 7 times","5 times or more","2 times","4 times","5 times or more","5 times or more","Never",0,25,18,28,"high"
"Female","18-22","Ajlun","No","High School","5 times","3 times","Never","3 times","5 times or more","1 time","1 time","Never",0,18,8,31,"high"
"Female","18-22","Amman","No","Undergraduate","5 times","1 time","5 times or more","3 times","1 time","1 time","3 times","Never",7,17,8,42,"very low"
"Male","18-22","Amman","Yes","Undergraduate","5 times","6 or 7 times","Never","4 times","Never","4 times","4 times","3 times",8,14,16,34,"very low"
"Male","18-22","Amman","No","High School","3 times","2 times","3 times","5 times or more","3 times","2 times","1 time","1 time",0,20,19,33,"high"
"Female","18-22","Ajlun","No","High School","4 times","5 times","4 times","3 times","Never","5 times or more","1 time","2 times",0,10,16,43,"high"
"Male","18-22","Aqaba","No","High School","5 times","1 time","5 times or more","5 times or more","2 times","5 times or more","2 times","Never",3,23,2,23,"low"
"Female","18-22","Amman","No","High School","2 times","6 or 7 times","3 times","4 times","1 time","3 times","1 time","Never",0,24,16,35,"high"
"Female","18-22","Ajlun","No","High School","4 times","6 or 7 times","5 times or more","4 times","4 times","4 times","3 times","Never",0,21,21,26,"high"
"Female","18-22","Amman","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",1,15,13,30,"high"
"Female","18-22","Aqaba","No","High School","2 times","2 times","Never","4 times","1 time","3 times","1 time","Never",0,22,20,27,"high"
"Male","18-22","Aqaba","No","High School","5 times","Never","Never","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,21,8,31,"high"
"Male","18-22","Ajlun","No","High School","4 times","2 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more","1 time",0,27,9,24,"high"
"Female","18-22","Irbid","No","High School","4 times","3 times","4 times","1 time","5 times or more","4 times","4 times","1 time",4,25,20,41,"low"
"Female","18-22","Amman","No","Undergraduate","None","6 or 7 times","2 times","4 times","2 times","3 times","2 times","1 time",0,18,22,22,"high"
"Male","18-22","Amman","No","High School","4 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","5 times or more","1 time",1,26,22,42,"high"
"Female","18-22","Amman","No","High School","3 times","6 or 7 times","2 times","5 times or more","5 times or more","2 times","3 times","3 times",0,14,7,33,"high"
"Male","18-22","Irbid","No","High School","2 times","6 or 7 times","2 times","4 times","4 times","5 times or more","Never","Never",0,19,16,33,"high"
"Male","18-22","Amman","No","Undergraduate","2 times","1 time","3 times","1 time","2 times","2 times","2 times","3 times",0,14,10,35,"high"
"Female","18-22","Irbid","No","High School","None","2 times","3 times","5 times or more","3 times","1 time","2 times","Never",0,21,18,20,"high"
"Male","18-22","Amman","No","Undergraduate","4 times","6 or 7 times","5 times or more","4 times","5 times or more","3 times","4 times","1 time",1,17,22,29,"high"
"Male","18-22","Ajlun","No","Undergraduate","3 times","4 times","2 times","3 times","Never","Never","2 times","2 times",0,19,6,38,"high"
"Male","18-22","Amman","No","High School","3 times","5 times","1 time","5 times or more","5 times or more","2 times","3 times","1 time",0,17,16,28,"high"
"Male","18-22","Aqaba","No","Undergraduate","6-7 times","3 times","4 times","5 times or more","4 times","3 times","5 times or more","Never",2,29,14,33,"low"
"Male","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","Never","5 times or more","Never","5 times or more","1 time","Never",0,26,22,25,"high"
"Female","18-22","Irbid","Yes","Undergraduate","3 times","2 times","1 time","2 times","5 times or more","3 times","2 times","1 time",1,18,12,33,"high"
"Female","18-22","Irbid","No","Undergraduate","None","5 times","3 times","2 times","5 times or more","3 times","3 times","3 times",2,20,8,38,"low"
"Female","18-22","Amman","No","High School","2 times","4 times","3 times","5 times or more","5 times or more","5 times or more","2 times","Never",0,23,15,29,"high"
"Female","18-22","Aqaba","No","High School","2 times","6 or 7 times","2 times","1 time","2 times","5 times or more","1 time","Never",2,16,12,31,"low"
"Male","18-22","Ajlun","No","Undergraduate","3 times","6 or 7 times","3 times","5 times or more","5 times or more","4 times","2 times","1 time",5,25,19,30,"very low"
"Female","18-22","Amman","No","High School","6-7 times","6 or 7 times","4 times","1 time","3 times","5 times or more","5 times or more","Never",3,26,28,23,"low"
"Male","18-22","Amman","No","High School","5 times","5 times","3 times","3 times","5 times or more","2 times","1 time","1 time",2,6,9,40,"low"
"Male","18-22","Irbid","No","Undergraduate","5 times","1 time","3 times","4 times","2 times","2 times","1 time","1 time",0,21,25,23,"high"
"Male","18-22","Amman","No","High School","5 times","Never","3 times","2 times","4 times","4 times","3 times","1 time",0,13,14,38,"high"
"Female","18-22","Irbid","Yes","High School","5 times","6 or 7 times","4 times","3 times","1 time","3 times","4 times","Never",5,18,18,27,"very low"
"Female","18-22","Irbid","No","High School","6-7 times","6 or 7 times","4 times","3 times","5 times or more","4 times","3 times","2 times",0,24,14,26,"high"
"Female","18-22","Irbid","No","High School","None","5 times","Never","4 times","1 time","3 times","4 times","Never",4,19,18,29,"low"
"Female","18-22","Irbid","No","High School","4 times","5 times","1 time","3 times","5 times or more","2 times","2 times","1 time",0,24,25,25,"high"
"Female","18-22","Ajlun","No","Undergraduate","5 times","6 or 7 times","3 times","3 times","4 times","4 times","3 times","Never",0,18,14,37,"high"
"Male","18-22","Ajlun","No","High School","3 times","5 times","5 times or more","5 times or more","4 times","1 time","5 times or more","Never",2,26,18,26,"low"
"Female","18-22","Ajlun","No","Undergraduate","6-7 times","3 times","5 times or more","5 times or more","Never","2 times","3 times","1 time",0,26,26,27,"high"
"Prefer not to say","18-22","Ajlun","No","High School","5 times","2 times","3 times","2 times","5 times or more","1 time","1 time","Never",8,28,15,27,"very low"
"Female","18-22","Aqaba","No","High School","5 times","6 or 7 times","Never","3 times","2 times","2 times","2 times","Never",1,23,14,24,"high"
"Female","18-22","Ajlun","No","High School","3 times","3 times","Never","3 times","3 times","4 times","3 times","3 times",0,25,17,28,"high"
"Female","18-22","Aqaba","Yes","High School","1 time","Never","Never","4 times","5 times or more","Never","3 times","Never",5,17,12,41,"very low"
