"Gender","Age","City","Gov_Assistance","Education_Level","Physical_Activity","Breakfast_Frequency","Whole_Grain_Consumption","Dairy_Products_Consumption","Caffeine_Consumption","Fruits_Consumption","Vegetables_Consumption","Fish_Consumption","Food Security Score","Resilience Score","Stress Mindset Score","Mental Distress Score","FC"
"Male","18-22","Aqaba","No","High School","2 times","6 or 7 times","5 times or more","Never","Never","5 times or more","3 times","Never",0,18,16,30,"high"
"Female","18-22","Ajlun","Yes","High School","1 time","4 times","3 times","3 times","1 time","3 times","1 time","Never",0,11,5,40,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","2 times","Never","3 times","5 times or more","5 times or more","3 times","2 times","Never",4,22,10,39,"low"
"Female","30-39","Irbid","No","Graduate","4 times","6 or 7 times","2 times","5 times or more","3 times","5 times or more","5 times or more","3 times",5,19,13,29,"very low"
"Female","30-39","Amman","Yes","Graduate","3 times","5 times","3 times","5 times or more","5 times or more","4 times","1 time","1 time",5,16,14,35,"very low"
"Female","18-22","Aqaba","Yes","High School","3 times","1 time","2 times","Never","5 times or more","2 times","2 times","3 times",8,14,10,34,"very low"
"Female","18-22","Ajlun","Yes","Undergraduate","3 times","6 or 7 times","3 times","3 times","5 times or more","5 times or more","3 times","Never",8,13,15,36,"very low"
"Female","18-22","Ajlun","No","High School","3 times","Never","1 time","5 times or more","5 times or more","Never","3 times","Never",8,14,14,35,"very low"
"Female","18-22","Ajlun","No","High School","None","Never","4 times","5 times or more","Never","Never","1 time","3 times",0,17,15,27,"high"
"Female","18-22","Irbid","Yes","High School","6-7 times","Never","Never","3 times","3 times","1 time","3 times","Never",5,20,14,32,"very low"
"Female","30-39","Ajlun","No","Graduate","1 time","6 or 7 times","2 times","1 time","3 times","3 times","5 times or more","2 times",0,20,13,43,"high"
"Female","18-22","Amman","No","High School","3 times","2 times","2 times","4 times","4 times","1 time","2 times","Never",0,21,19,31,"high"
"Male","18-22","Aqaba","No","Undergraduate","4 times","6 or 7 times","5 times or more","5 times or more","1 time","5 times or more","3 times","Never",6,18,13,30,"very low"
"Prefer not to say","18-22","Aqaba","Yes","High School","1 time","3 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","1 time",6,21,15,37,"very low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","2 times","5 times or more","5 times or more","5 times or more","1 time","1 time",1,13,16,34,"high"
"Prefer not to say","18-22","Irbid","No","High School","6-7 times","Never","Never","2 times","Never","2 times","1 time","Never",1,22,16,31,"high"
"Female","30-39","Amman","No","Graduate","2 times","6 or 7 times","3 times","1 time","1 time","1 time","3 times","1 time",0,20,12,28,"high"
"Female","50 and older","Irbid","No","Undergraduate","None","6 or 7 times","2 times","5 times or more","5 times or more","3 times","4 times","2 times",0,14,12,32,"high"
"Female","30-39","Aqaba","No","Graduate","2 times","Never","Never","5 times or more","5 times or more","Never","5 times or more","Never",0,30,19,30,"high"
"Female","30-39","Amman","No","Graduate","1 time","3 times","4 times","3 times","5 times or more","2 times","2 times","1 time",0,27,26,27,"high"
"Female","40-49","Irbid","No","Undergraduate","3 times","6 or 7 times","5 times or more","4 times","5 times or more","5 times or more","3 times","1 time",0,30,4,25,"high"
"Male","50 and older","Amman","No","Graduate","None","6 or 7 times","5 times or more","4 times","5 times or more","4 times","4 times","Never",0,22,1,32,"high"
"Female","18-22","Irbid","Yes","High School","2 times","Never","Never","2 times","5 times or more","2 times","3 times","Never",7,19,9,35,"very low"
"Female","18-22","Irbid","Yes","High School","2 times","1 time","Never","3 times","2 times","3 times","1 time","1 time",7,16,18,33,"very low"
"Female","18-22","Ajlun","Yes","High School","2 times","6 or 7 times","5 times or more","3 times","2 times","2 times","3 times","1 time",2,12,10,32,"low"
"Female","18-22","Aqaba","No","High School","3 times","2 times","4 times","5 times or more","4 times","2 times","4 times","1 time",0,10,13,38,"high"
"Female","18-22","Irbid","Yes","Undergraduate","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times","Never",0,16,15,29,"high"
"Female","18-22","Irbid","No","High School","3 times","4 times","4 times","3 times","5 times or more","2 times","2 times","1 time",5,10,20,35,"very low"
"Female","18-22","Irbid","Yes","High School","3 times","1 time","3 times","Never","5 times or more","2 times","3 times","1 time",5,16,12,40,"very low"
"Female","18-22","Irbid","No","Undergraduate","2 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,18,13,33,"high"
"Female","18-22","Irbid","Yes","High School","1 time","3 times","5 times or more","4 times","2 times","2 times","4 times","Never",4,16,8,42,"low"
"Male","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,31,"high"
"Male","18-22","Ajlun","Yes","High School","4 times","4 times","2 times","5 times or more","Never","2 times","1 time","Never",0,23,13,27,"high"
"Female","30-39","Aqaba","No","Graduate","None","5 times","5 times or more","5 times or more","Never","4 times","4 times","Never",2,10,2,36,"low"
"Male","18-22","Amman","No","High School","5 times","6 or 7 times","2 times","4 times","Never","5 times or more","5 times or more","1 time",0,24,15,24,"high"
"Female","18-22","Amman","Yes","High School","5 times","2 times","2 times","2 times","5 times or more","2 times","2 times","Never",6,14,22,35,"very low"
"Female","18-22","Aqaba","No","High School","2 times","3 times","4 times","3 times","4 times","1 time","1 time","Never",0,20,21,32,"high"
"Male","18-22","Aqaba","Yes","High School","6-7 times","6 or 7 times","5 times or more","2 times","3 times","5 times or more","5 times or more","2 times",2,15,15,34,"low"
"Female","18-22","Aqaba","No","Undergraduate","3 times","6 or 7 times","3 times","5 times or more","2 times","3 times","5 times or more","1 time",3,22,22,29,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","6-7 times","4 times","4 times","3 times","3 times","3 times","3 times","4 times",4,15,4,32,"low"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","4 times","4 times","1 time",0,26,5,25,"high"
"Female","18-22","Irbid","No","Undergraduate","4 times","4 times","5 times or more","5 times or more","2 times","5 times or more","5 times or more","1 time",0,15,20,37,"high"
"Prefer not to say","18-22","Amman","Yes","Undergraduate","2 times","5 times","3 times","4 times","4 times","4 times","5 times or more","1 time",0,19,16,34,"high"
"Female","18-22","Amman","Yes","Undergraduate","5 times","4 times","4 times","2 times","5 times or more","4 times","5 times or more","1 time",7,17,14,37,"very low"
"Female","30-39","Aqaba","No","Undergraduate","3 times","3 times","3 times","5 times or more","5 times or more","5 times or more","3 times","1 time",0,12,13,35,"high"
"Prefer not to say","23-29","Irbid","Yes","Undergraduate","2 times","6 or 7 times","1 time","5 times or more","5 times or more","5 times or more","5 times or more","Never",7,12,2,42,"very low"
"Female","30-39","Ajlun","Yes","Undergraduate","2 times","3 times","5 times or more","2 times","5 times or more","3 times","2 times","Never",5,17,18,27,"very low"
"Male","18-22","Ajlun","No","High School","3 times","2 times","Never","Never","5 times or more","3 times","4 times","Never",5,23,11,38,"very low"
"Male","18-22","Irbid","No","Undergraduate","6-7 times","Never","Never","5 times or more","Never","3 times","2 times","Never",2,20,20,27,"low"
"Female","18-22","Ajlun","No","Undergraduate","4 times","4 times","2 times","4 times","5 times or more","5 times or more","3 times","Never",0,12,13,44,"high"
"Male","18-22","Aqaba","Yes","High School","1 time","2 times","Never","5 times or more","5 times or more","Never","Never","Never",0,6,9,35,"high"
"Male","18-22","Ajlun","Yes","High School","3 times","5 times","5 times or more","3 times","Never","5 times or more","5 times or more","Never",1,21,13,26,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","5 times or more","1 time",0,30,26,24,"high"
"Female","18-22","Amman","No","Undergraduate","1 time","Never","1 time","3 times","5 times or more","1 time","3 times","Never",3,21,16,34,"low"
"Prefer not to say","18-22","Aqaba","Yes","High School","5 times","4 times","5 times or more","Never","Never","5 times or more","5 times or more","Never",0,10,14,36,"high"
"Prefer not to say","18-22","Ajlun","No","High School","2 times","6 or 7 times","4 times","5 times or more","5 times or more","1 time","1 time","Never",2,20,18,38,"low"
"Female","18-22","Aqaba","No","Undergraduate","4 times","5 times","3 times","3 times","4 times","3 times","1 time","2 times",7,18,17,35,"very low"
"Female","23-29","Ajlun","Yes","Undergraduate","3 times","6 or 7 times","4 times","4 times","Never","3 times","3 times","Never",0,20,11,38,"high"
"Female","23-29","Amman","Yes","High School","None","1 time","3 times","Never","5 times or more","3 times","3 times","Never",0,20,8,35,"high"
"Male","18-22","Amman","Yes","High School","2 times","1 time","Never","5 times or more","5 times or more","2 times","1 time","Never",0,9,9,33,"high"
"Male","18-22","Aqaba","No","Undergraduate","None","2 times","Never","5 times or more","3 times","4 times","5 times or more","1 time",6,26,17,30,"very low"
"Prefer not to say","23-29","Aqaba","Yes","High School","None","4 times","4 times","Never","5 times or more","5 times or more","2 times","Never",0,9,7,32,"high"
"Female","18-22","Ajlun","No","Undergraduate","5 times","5 times","3 times","5 times or more","4 times","2 times","3 times","Never",0,29,22,31,"high"
"Female","30-39","Irbid","No","Graduate","6-7 times","5 times","Never","4 times","5 times or more","3 times","5 times or more","1 time",5,27,18,29,"very low"
"Female","18-22","Irbid","Yes","High School","5 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","4 times","1 time",0,29,7,28,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","3 times","1 time","2 times","5 times or more","3 times","4 times","1 time",0,12,12,39,"high"
"Female","18-22","Aqaba","No","High School","2 times","4 times","2 times","2 times","3 times","5 times or more","4 times","3 times",0,21,8,28,"high"
"Female","18-22","Irbid","Yes","High School","3 times","6 or 7 times","2 times","5 times or more","5 times or more","4 times","5 times or more","Never",0,16,8,31,"high"
"Female","18-22","Aqaba","No","High School","3 times","2 times","5 times or more","5 times or more","5 times or more","2 times","Never","Never",0,16,9,33,"high"
"Female","18-22","Aqaba","No","High School","3 times","5 times","3 times","2 times","5 times or more","4 times","4 times","1 time",0,24,22,25,"high"
"Female","18-22","Irbid","Yes","High School","2 times","6 or 7 times","1 time","4 times","Never","3 times","3 times","Never",2,13,11,37,"low"
"Female","18-22","Aqaba","Yes","Undergraduate","6-7 times","4 times","1 time","5 times or more","2 times","1 time","3 times","1 time",5,26,16,39,"very low"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","2 times","5 times or more","Never","5 times or more","2 times","Never",1,16,14,37,"high"
"Female","18-22","Amman","No","High School","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,21,22,24,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","3 times","3 times","4 times","5 times or more","1 time","3 times","Never",0,20,18,31,"high"
"Female","18-22","Amman","No","High School","3 times","6 or 7 times","4 times","3 times","2 times","3 times","4 times","Never",0,16,8,29,"high"
"Female","18-22","Irbid","No","High School","5 times","4 times","5 times or more","5 times or more","2 times","5 times or more","5 times or more","1 time",0,27,24,25,"high"
"Female","18-22","Ajlun","No","High School","3 times","5 times","4 times","Never","5 times or more","3 times","3 times","Never",3,24,18,38,"low"
"Female","18-22","Ajlun","No","High School","None","6 or 7 times","5 times or more","4 times","5 times or more","3 times","3 times","2 times",1,19,8,32,"high"
"Male","18-22","Amman","No","High School","5 times","4 times","5 times or more","5 times or more","5 times or more","Never","1 time","Never",0,21,18,31,"high"
"Female","18-22","Aqaba","Yes","High School","6-7 times","3 times","3 times","3 times","5 times or more","4 times","5 times or more","3 times",2,19,24,37,"low"
"Male","18-22","Aqaba","No","High School","1 time","6 or 7 times","1 time","4 times","3 times","Never","Never","2 times",0,19,13,28,"high"
"Female","18-22","Irbid","No","High School","3 times","6 or 7 times","3 times","3 times","5 times or more","4 times","4 times","1 time",0,22,15,27,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","3 times","5 times or more","3 times","3 times","3 times","2 times","Never",0,17,19,35,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","3 times","5 times or more","3 times","3 times","3 times","2 times","Never",0,17,19,35,"high"
"Male","18-22","Irbid","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","1 time","5 times or more","4 times","1 time",1,27,19,27,"high"
"Female","18-22","Amman","No","High School","6-7 times","3 times","5 times or more","3 times","3 times","3 times","2 times","Never",0,17,19,35,"high"
"Female","18-22","Irbid","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","2 times",0,19,19,34,"high"
"Female","18-22","Aqaba","Yes","High School","4 times","6 or 7 times","3 times","5 times or more","5 times or more","2 times","1 time","Never",0,18,15,35,"high"
"Female","18-22","Aqaba","Yes","High School","None","6 or 7 times","1 time","2 times","5 times or more","3 times","2 times","1 time",0,13,12,31,"high"
"Male","18-22","Aqaba","Yes","High School","4 times","6 or 7 times","4 times","4 times","5 times or more","2 times","2 times","Never",0,23,7,25,"high"
"Female","18-22","Irbid","No","Undergraduate","2 times","2 times","1 time","1 time","5 times or more","2 times","2 times","2 times",8,18,16,42,"very low"
"Female","18-22","Amman","No","High School","2 times","4 times","Never","4 times","Never","3 times","1 time","Never",0,19,14,29,"high"
"Male","18-22","Irbid","Yes","Undergraduate","5 times","1 time","5 times or more","2 times","4 times","2 times","2 times","1 time",6,21,26,31,"very low"
"Female","18-22","Ajlun","No","High School","2 times","4 times","1 time","3 times","5 times or more","5 times or more","3 times","2 times",3,15,6,37,"low"
"Female","18-22","Aqaba","No","Undergraduate","2 times","Never","5 times or more","3 times","5 times or more","5 times or more","5 times or more","3 times",0,19,19,27,"high"
"Female","18-22","Irbid","No","High School","1 time","6 or 7 times","4 times","5 times or more","5 times or more","4 times","1 time","Never",1,16,17,29,"high"
"Female","18-22","Aqaba","No","High School","3 times","3 times","5 times or more","4 times","2 times","2 times","4 times","Never",1,10,8,36,"high"
"Female","18-22","Ajlun","No","High School","4 times","5 times","1 time","5 times or more","5 times or more","3 times","1 time","2 times",0,15,13,38,"high"
"Female","18-22","Aqaba","Yes","High School","6-7 times","6 or 7 times","3 times","Never","5 times or more","4 times","2 times","Never",4,18,14,32,"low"
"Female","18-22","Amman","Yes","High School","6-7 times","6 or 7 times","3 times","5 times or more","5 times or more","3 times","3 times","2 times",5,24,13,26,"very low"
"Female","18-22","Irbid","Yes","High School","6-7 times","6 or 7 times","1 time","4 times","3 times","4 times","3 times","Never",1,15,8,36,"high"
"Female","18-22","Irbid","No","Undergraduate","3 times","4 times","3 times","5 times or more","5 times or more","4 times","3 times","3 times",2,20,3,37,"low"
"Female","18-22","Irbid","No","High School","3 times","2 times","3 times","5 times or more","3 times","5 times or more","5 times or more","1 time",0,21,18,29,"high"
"Female","18-22","Ajlun","No","Undergraduate","None","3 times","3 times","5 times or more","5 times or more","3 times","4 times","Never",0,16,4,36,"high"
"Male","18-22","Ajlun","No","High School","4 times","3 times","Never","5 times or more","4 times","4 times","1 time","2 times",2,18,9,36,"low"
"Prefer not to say","18-22","Irbid","Yes","Undergraduate","3 times","3 times","Never","2 times","3 times","4 times","3 times","Never",6,16,6,32,"very low"
"Female","18-22","Ajlun","No","High School","1 time","1 time","Never","3 times","5 times or more","3 times","1 time","Never",0,15,18,32,"high"
"Female","18-22","Irbid","Yes","Graduate","3 times","2 times","2 times","2 times","2 times","2 times","2 times","1 time",7,18,16,39,"very low"
"Male","18-22","Amman","Yes","High School","5 times","Never","4 times","4 times","1 time","3 times","2 times","2 times",0,30,20,23,"high"
"Female","18-22","Amman","Yes","High School","4 times","6 or 7 times","3 times","3 times","2 times","2 times","2 times","3 times",0,19,9,30,"high"
"Male","18-22","Aqaba","Yes","High School","4 times","3 times","4 times","2 times","2 times","3 times","4 times","5 times or more",0,17,16,32,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","None","4 times","4 times","5 times or more","5 times or more","3 times","3 times","Never",6,19,11,37,"very low"
"Female","18-22","Amman","Yes","High School","3 times","6 or 7 times","3 times","3 times","4 times","2 times","4 times","2 times",6,19,4,31,"very low"
"Male","18-22","Aqaba","No","High School","1 time","5 times","3 times","5 times or more","2 times","1 time","1 time","1 time",0,26,22,27,"high"
"Male","50 and older","Aqaba","No","Graduate","5 times","5 times","4 times","4 times","4 times","3 times","2 times","2 times",6,15,12,29,"very low"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","3 times","Never","Never","2 times","4 times","3 times","1 time",0,24,15,28,"high"
"Female","18-22","Ajlun","No","High School","1 time","2 times","Never","3 times","5 times or more","3 times","1 time","Never",3,24,20,33,"low"
"Female","18-22","Aqaba","Yes","High School","5 times","5 times","4 times","5 times or more","1 time","5 times or more","Never","Never",5,17,12,37,"very low"
"Female","18-22","Irbid","No","High School","None","1 time","Never","5 times or more","4 times","1 time","2 times","1 time",2,13,8,33,"low"
"Female","18-22","Amman","No","Undergraduate","5 times","2 times","Never","5 times or more","5 times or more","3 times","1 time","Never",6,10,8,37,"very low"
"Male","18-22","Ajlun","Yes","High School","2 times","2 times","5 times or more","5 times or more","2 times","3 times","1 time","1 time",7,20,14,37,"very low"
"Female","18-22","Amman","Yes","High School","None","3 times","5 times or more","2 times","5 times or more","4 times","3 times","Never",1,18,12,37,"high"
"Female","18-22","Ajlun","No","High School","3 times","3 times","3 times","1 time","1 time","3 times","4 times","Never",0,14,8,37,"high"
"Female","18-22","Ajlun","No","Undergraduate","4 times","3 times","1 time","3 times","2 times","2 times","4 times","2 times",8,19,17,33,"very low"
"Female","18-22","Irbid","No","Undergraduate","2 times","6 or 7 times","3 times","4 times","5 times or more","5 times or more","5 times or more","2 times",0,25,19,45,"high"
"Female","18-22","Amman","Yes","High School","3 times","3 times","4 times","1 time","5 times or more","4 times","3 times","Never",4,16,6,36,"low"
"Female","18-22","Aqaba","Yes","High School","6-7 times","4 times","5 times or more","5 times or more","5 times or more","4 times","5 times or more","Never",3,19,4,34,"low"
"Male","18-22","Irbid","Yes","High School","3 times","2 times","3 times","5 times or more","2 times","2 times","2 times","3 times",5,20,9,36,"very low"
"Female","50 and older","Ajlun","No","Graduate","2 times","6 or 7 times","1 time","3 times","5 times or more","5 times or more","5 times or more","3 times",0,17,16,30,"high"
"Female","50 and older","Ajlun","No","Undergraduate","2 times","6 or 7 times","Never","2 times","5 times or more","5 times or more","5 times or more","2 times",0,28,10,27,"high"
"Female","30-39","Ajlun","No","Undergraduate","3 times","Never","Never","5 times or more","5 times or more","Never","Never","4 times",0,24,18,30,"high"
"Female","40-49","Irbid","No","Undergraduate","5 times","3 times","4 times","1 time","5 times or more","5 times or more","4 times","2 times",0,30,18,22,"high"
"Female","30-39","Aqaba","No","Graduate","3 times","6 or 7 times","3 times","1 time","5 times or more","3 times","Never","2 times",0,29,19,27,"high"
"Female","50 and older","Amman","No","Graduate","5 times","6 or 7 times","3 times","4 times","4 times","4 times","4 times","3 times",0,19,16,36,"high"
"Female","50 and older","Ajlun","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","1 time","3 times","5 times or more","5 times or more","5 times or more",0,18,7,30,"high"
"Female","40-49","Amman","No","Undergraduate","4 times","6 or 7 times","5 times or more","5 times or more","1 time","5 times or more","4 times","1 time",0,24,23,27,"high"
"Female","50 and older","Irbid","No","Undergraduate","2 times","3 times","3 times","3 times","5 times or more","3 times","3 times","1 time",0,16,2,32,"high"
"Female","40-49","Aqaba","No","Undergraduate","3 times","1 time","1 time","3 times","5 times or more","5 times or more","5 times or more","3 times",0,18,17,28,"high"
"Female","18-22","Amman","No","Graduate","1 time","4 times","1 time","4 times","3 times","4 times","1 time","1 time",1,14,11,40,"high"
"Female","50 and older","Amman","No","Graduate","6-7 times","3 times","2 times","3 times","5 times or more","5 times or more","5 times or more","3 times",0,16,19,30,"high"
"Female","40-49","Aqaba","No","Undergraduate","None","3 times","2 times","5 times or more","5 times or more","5 times or more","3 times","3 times",0,24,10,40,"high"
"Female","30-39","Aqaba","No","Undergraduate","1 time","1 time","Never","2 times","2 times","5 times or more","3 times","1 time",0,18,19,27,"high"
"Female","40-49","Irbid","No","Graduate","5 times","6 or 7 times","5 times or more","2 times","5 times or more","5 times or more","4 times","3 times",1,22,12,33,"high"
"Male","40-49","Ajlun","No","Graduate","6-7 times","6 or 7 times","2 times","5 times or more","5 times or more","2 times","2 times","1 time",0,22,8,24,"high"
"Female","30-39","Amman","No","Undergraduate","5 times","3 times","2 times","Never","5 times or more","5 times or more","4 times","Never",0,21,3,28,"high"
"Male","50 and older","Ajlun","No","Graduate","2 times","4 times","5 times or more","4 times","5 times or more","5 times or more","4 times","2 times",0,23,4,30,"high"
"Male","50 and older","Aqaba","No","Graduate","6-7 times","Never","1 time","3 times","5 times or more","5 times or more","5 times or more","2 times",0,18,10,25,"high"
"Female","50 and older","Aqaba","No","Graduate","4 times","Never","Never","1 time","5 times or more","3 times","5 times or more","3 times",0,23,12,27,"high"
"Female","18-22","Aqaba","Yes","High School","4 times","5 times","4 times","5 times or more","5 times or more","5 times or more","Never","2 times",2,18,3,34,"low"
"Female","40-49","Ajlun","No","Undergraduate","3 times","4 times","2 times","2 times","5 times or more","4 times","3 times","3 times",0,21,13,27,"high"
"Female","40-49","Amman","No","Undergraduate","1 time","2 times","2 times","4 times","5 times or more","5 times or more","5 times or more","1 time",1,25,16,27,"high"
"Female","40-49","Aqaba","Yes","Graduate","3 times","5 times","4 times","3 times","1 time","5 times or more","4 times","5 times or more",0,17,10,30,"high"
"Female","40-49","Aqaba","No","Graduate","3 times","Never","5 times or more","Never","5 times or more","5 times or more","5 times or more","2 times",0,16,15,26,"high"
"Female","40-49","Amman","No","Graduate","3 times","6 or 7 times","2 times","4 times","3 times","3 times","3 times","1 time",0,22,6,28,"high"
"Female","50 and older","Irbid","No","Graduate","None","6 or 7 times","5 times or more","1 time","5 times or more","5 times or more","5 times or more","Never",0,14,0,34,"high"
"Male","18-22","Amman","No","High School","6-7 times","5 times","2 times","5 times or more","5 times or more","Never","4 times","Never",0,24,17,23,"high"
"Female","18-22","Irbid","No","Undergraduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","3 times","3 times","2 times",2,27,23,28,"low"
"Female","18-22","Ajlun","Yes","High School","3 times","6 or 7 times","4 times","2 times","2 times","Never","1 time","Never",6,11,5,39,"very low"
"Female","18-22","Irbid","No","High School","None","Never","1 time","2 times","4 times","4 times","5 times or more","2 times",0,12,21,38,"high"
"Male","18-22","Amman","No","High School","3 times","6 or 7 times","2 times","2 times","3 times","2 times","2 times","Never",0,17,9,25,"high"
"Female","18-22","Aqaba","Yes","High School","1 time","6 or 7 times","4 times","3 times","1 time","3 times","4 times","2 times",1,15,6,38,"high"
"Male","18-22","Amman","Yes","High School","5 times","2 times","2 times","1 time","2 times","4 times","3 times","3 times",0,29,16,29,"high"
"Female","18-22","Irbid","Yes","Undergraduate","2 times","3 times","Never","3 times","3 times","2 times","3 times","2 times",0,20,17,28,"high"
"Female","18-22","Irbid","No","High School","6-7 times","2 times","Never","Never","1 time","5 times or more","1 time","Never",1,19,15,39,"high"
"Female","18-22","Amman","Yes","High School","4 times","3 times","4 times","4 times","4 times","3 times","1 time","1 time",4,23,12,33,"low"
"Female","18-22","Irbid","Yes","High School","None","5 times","3 times","4 times","2 times","5 times or more","5 times or more","1 time",2,11,22,35,"low"
"Male","18-22","Amman","Yes","High School","3 times","2 times","5 times or more","5 times or more","5 times or more","3 times","3 times","4 times",8,21,22,24,"very low"
"Female","18-22","Ajlun","Yes","High School","1 time","5 times","2 times","3 times","3 times","2 times","3 times","2 times",3,27,17,24,"low"
"Male","18-22","Amman","Yes","High School","5 times","Never","3 times","2 times","2 times","4 times","3 times","1 time",3,22,21,29,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","3 times","2 times","Never","5 times or more","5 times or more","2 times","1 time","Never",1,12,18,38,"high"
"Prefer not to say","18-22","Irbid","Yes","Undergraduate","1 time","6 or 7 times","2 times","5 times or more","2 times","4 times","4 times","3 times",8,16,7,35,"very low"
"Male","18-22","Irbid","No","High School","3 times","6 or 7 times","4 times","5 times or more","3 times","4 times","3 times","2 times",1,17,13,30,"high"
"Female","18-22","Ajlun","Yes","High School","4 times","1 time","2 times","5 times or more","5 times or more","3 times","4 times","2 times",0,21,17,32,"high"
"Female","18-22","Irbid","No","High School","3 times","6 or 7 times","2 times","5 times or more","5 times or more","2 times","2 times","1 time",0,15,15,37,"high"
"Female","18-22","Ajlun","No","High School","5 times","1 time","5 times or more","5 times or more","5 times or more","4 times","5 times or more","3 times",2,13,12,38,"low"
"Female","18-22","Irbid","Yes","Undergraduate","4 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","2 times","Never",0,18,19,26,"high"
"Male","18-22","Ajlun","Yes","High School","3 times","6 or 7 times","4 times","1 time","4 times","2 times","1 time","1 time",0,27,10,22,"high"
"Female","18-22","Aqaba","Yes","High School","5 times","5 times","4 times","3 times","5 times or more","2 times","2 times","1 time",0,23,12,30,"high"
"Male","18-22","Amman","Yes","Undergraduate","3 times","Never","Never","3 times","1 time","3 times","3 times","1 time",8,22,15,32,"very low"
"Female","18-22","Ajlun","No","High School","5 times","6 or 7 times","Never","1 time","Never","5 times or more","Never","Never",5,19,18,30,"very low"
"Female","18-22","Amman","No","High School","None","3 times","1 time","5 times or more","5 times or more","4 times","2 times","2 times",0,22,14,26,"high"
"Female","18-22","Amman","Yes","High School","2 times","5 times","Never","5 times or more","2 times","4 times","2 times","2 times",6,24,9,33,"very low"
"Female","18-22","Ajlun","Yes","High School","1 time","6 or 7 times","Never","5 times or more","5 times or more","2 times","1 time","Never",0,27,4,24,"high"
"Female","18-22","Amman","No","High School","3 times","2 times","Never","2 times","5 times or more","2 times","Never","Never",7,12,13,44,"very low"
"Female","18-22","Aqaba","No","High School","1 time","1 time","Never","Never","5 times or more","2 times","Never","Never",7,17,11,39,"very low"
"Male","18-22","Ajlun","Yes","Undergraduate","3 times","2 times","3 times","3 times","5 times or more","1 time","2 times","4 times",3,18,17,32,"low"
"Female","18-22","Irbid","No","Undergraduate","5 times","2 times","4 times","5 times or more","5 times or more","3 times","3 times","2 times",0,23,18,32,"high"
"Male","18-22","Amman","No","High School","3 times","6 or 7 times","2 times","2 times","1 time","5 times or more","5 times or more","Never",0,22,21,27,"high"
"Male","18-22","Amman","No","High School","1 time","3 times","2 times","5 times or more","3 times","4 times","1 time","1 time",2,24,24,30,"low"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","1 time","2 times","3 times","3 times","1 time",0,12,15,31,"high"
"Female","18-22","Aqaba","No","High School","5 times","1 time","2 times","1 time","1 time","1 time","2 times","2 times",0,17,17,33,"high"
"Female","30-39","Amman","Yes","Undergraduate","5 times","6 or 7 times","2 times","5 times or more","5 times or more","3 times","2 times","1 time",5,25,13,24,"very low"
"Male","18-22","Amman","No","Undergraduate","4 times","6 or 7 times","1 time","5 times or more","3 times","2 times","2 times","1 time",0,22,23,21,"high"
"Female","18-22","Ajlun","Yes","High School","None","6 or 7 times","2 times","5 times or more","Never","3 times","3 times","Never",2,18,15,26,"low"
"Female","18-22","Irbid","Yes","High School","None","5 times","Never","5 times or more","5 times or more","1 time","1 time","Never",0,12,16,38,"high"
"Female","18-22","Ajlun","Yes","High School","3 times","1 time","1 time","5 times or more","3 times","4 times","3 times","2 times",0,25,19,34,"high"
"Female","18-22","Ajlun","No","High School","None","2 times","Never","3 times","5 times or more","Never","2 times","Never",6,19,5,35,"very low"
"Male","18-22","Aqaba","No","Undergraduate","4 times","4 times","3 times","4 times","1 time","1 time","1 time","Never",2,28,25,24,"low"
"Female","18-22","Ajlun","No","High School","2 times","Never","4 times","5 times or more","5 times or more","2 times","4 times","3 times",2,8,14,41,"low"
"Female","18-22","Amman","No","High School","4 times","2 times","1 time","3 times","2 times","3 times","Never","Never",4,20,7,39,"low"
